project,version,file,has_provenance,publisher
boto3,1.43.15,boto3-1.43.15-py3-none-any.whl,False,
boto3,1.43.15,boto3-1.43.15.tar.gz,False,
urllib3,2.7.0,urllib3-2.7.0-py3-none-any.whl,True,GitHub
urllib3,2.7.0,urllib3-2.7.0.tar.gz,True,GitHub
botocore,1.43.15,botocore-1.43.15-py3-none-any.whl,False,
botocore,1.43.15,botocore-1.43.15.tar.gz,False,
requests,2.34.2,requests-2.34.2-py3-none-any.whl,True,GitHub
requests,2.34.2,requests-2.34.2.tar.gz,True,GitHub
setuptools,82.0.1,setuptools-82.0.1-py3-none-any.whl,False,
setuptools,82.0.1,setuptools-82.0.1.tar.gz,False,
certifi,2026.5.20,certifi-2026.5.20-py3-none-any.whl,True,GitHub
certifi,2026.5.20,certifi-2026.5.20.tar.gz,True,GitHub
idna,3.16,idna-3.16-py3-none-any.whl,True,GitHub
idna,3.16,idna-3.16.tar.gz,True,GitHub
typing-extensions,4.15.0,typing_extensions-4.15.0-py3-none-any.whl,True,GitHub
typing-extensions,4.15.0,typing_extensions-4.15.0.tar.gz,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-macosx_10_9_universal2.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-manylinux_2_31_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-manylinux_2_31_riscv64.manylinux_2_39_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-musllinux_1_2_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-musllinux_1_2_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-musllinux_1_2_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-musllinux_1_2_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-musllinux_1_2_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-musllinux_1_2_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-win32.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-win_amd64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp310-cp310-win_arm64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-macosx_10_9_universal2.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-manylinux_2_31_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-manylinux_2_31_riscv64.manylinux_2_39_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-musllinux_1_2_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-musllinux_1_2_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-musllinux_1_2_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-musllinux_1_2_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-musllinux_1_2_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-musllinux_1_2_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-win32.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-win_amd64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp311-cp311-win_arm64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-macosx_10_13_universal2.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-manylinux_2_31_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-manylinux_2_31_riscv64.manylinux_2_39_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-musllinux_1_2_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-musllinux_1_2_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-musllinux_1_2_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-musllinux_1_2_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-musllinux_1_2_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-musllinux_1_2_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-win32.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-win_amd64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp312-cp312-win_arm64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-macosx_10_13_universal2.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-manylinux_2_31_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-manylinux_2_31_riscv64.manylinux_2_39_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-musllinux_1_2_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-musllinux_1_2_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-musllinux_1_2_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-musllinux_1_2_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-musllinux_1_2_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-musllinux_1_2_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-win32.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-win_amd64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp313-cp313-win_arm64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-macosx_10_15_universal2.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-manylinux_2_31_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-manylinux_2_31_riscv64.manylinux_2_39_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-musllinux_1_2_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-musllinux_1_2_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-musllinux_1_2_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-musllinux_1_2_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-musllinux_1_2_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-musllinux_1_2_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-win32.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-win_amd64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314-win_arm64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-macosx_10_15_universal2.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-manylinux_2_31_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-manylinux_2_31_riscv64.manylinux_2_39_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-musllinux_1_2_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-musllinux_1_2_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-musllinux_1_2_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-musllinux_1_2_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-musllinux_1_2_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-musllinux_1_2_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-win32.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-win_amd64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp314-cp314t-win_arm64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-macosx_10_9_universal2.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-manylinux_2_31_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-manylinux_2_31_riscv64.manylinux_2_39_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-musllinux_1_2_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-musllinux_1_2_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-musllinux_1_2_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-musllinux_1_2_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-musllinux_1_2_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-musllinux_1_2_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-win32.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp38-cp38-win_amd64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-macosx_10_9_universal2.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-manylinux_2_31_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-manylinux_2_31_riscv64.manylinux_2_39_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-musllinux_1_2_aarch64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-musllinux_1_2_armv7l.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-musllinux_1_2_ppc64le.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-musllinux_1_2_riscv64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-musllinux_1_2_s390x.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-musllinux_1_2_x86_64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-win32.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-win_amd64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-cp39-cp39-win_arm64.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7-py3-none-any.whl,True,GitHub
charset-normalizer,3.4.7,charset_normalizer-3.4.7.tar.gz,True,GitHub
python-dateutil,2.9.0.post0,python-dateutil-2.9.0.post0.tar.gz,False,
python-dateutil,2.9.0.post0,python_dateutil-2.9.0.post0-py2.py3-none-any.whl,False,
packaging,26.2,packaging-26.2-py3-none-any.whl,True,GitHub
packaging,26.2,packaging-26.2.tar.gz,True,GitHub
six,1.17.0,six-1.17.0-py2.py3-none-any.whl,False,
six,1.17.0,six-1.17.0.tar.gz,False,
s3transfer,0.17.1,s3transfer-0.17.1-py3-none-any.whl,False,
s3transfer,0.17.1,s3transfer-0.17.1.tar.gz,False,
pyyaml,6.0.3,PyYAML-6.0.3-cp38-cp38-macosx_10_13_x86_64.whl,False,
pyyaml,6.0.3,PyYAML-6.0.3-cp38-cp38-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
pyyaml,6.0.3,PyYAML-6.0.3-cp38-cp38-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,False,
pyyaml,6.0.3,PyYAML-6.0.3-cp38-cp38-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,False,
pyyaml,6.0.3,PyYAML-6.0.3-cp38-cp38-musllinux_1_2_x86_64.whl,False,
pyyaml,6.0.3,PyYAML-6.0.3-cp38-cp38-win32.whl,False,
pyyaml,6.0.3,PyYAML-6.0.3-cp38-cp38-win_amd64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp310-cp310-macosx_10_13_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp310-cp310-macosx_11_0_arm64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp310-cp310-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp310-cp310-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp310-cp310-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp310-cp310-musllinux_1_2_aarch64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp310-cp310-musllinux_1_2_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp310-cp310-win32.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp310-cp310-win_amd64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp311-cp311-macosx_10_13_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp311-cp311-macosx_11_0_arm64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp311-cp311-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp311-cp311-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp311-cp311-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp311-cp311-musllinux_1_2_aarch64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp311-cp311-musllinux_1_2_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp311-cp311-win32.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp311-cp311-win_amd64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp312-cp312-macosx_10_13_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp312-cp312-macosx_11_0_arm64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp312-cp312-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp312-cp312-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp312-cp312-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp312-cp312-musllinux_1_2_aarch64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp312-cp312-musllinux_1_2_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp312-cp312-win32.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp312-cp312-win_amd64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp312-cp312-win_arm64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp313-cp313-macosx_10_13_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp313-cp313-macosx_11_0_arm64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp313-cp313-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp313-cp313-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp313-cp313-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp313-cp313-musllinux_1_2_aarch64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp313-cp313-musllinux_1_2_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp313-cp313-win32.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp313-cp313-win_amd64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp313-cp313-win_arm64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314-macosx_10_13_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314-macosx_11_0_arm64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314-musllinux_1_2_aarch64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314-musllinux_1_2_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314-win_amd64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314-win_arm64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314t-macosx_10_13_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314t-macosx_11_0_arm64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314t-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314t-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314t-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314t-musllinux_1_2_aarch64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314t-musllinux_1_2_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314t-win_amd64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp314-cp314t-win_arm64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp39-cp39-macosx_10_13_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp39-cp39-macosx_11_0_arm64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp39-cp39-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp39-cp39-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp39-cp39-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp39-cp39-musllinux_1_2_aarch64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp39-cp39-musllinux_1_2_x86_64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp39-cp39-win32.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3-cp39-cp39-win_amd64.whl,False,
pyyaml,6.0.3,pyyaml-6.0.3.tar.gz,False,
aiobotocore,3.7.0,aiobotocore-3.7.0-py3-none-any.whl,True,GitHub
aiobotocore,3.7.0,aiobotocore-3.7.0.tar.gz,True,GitHub
numpy,2.4.6,numpy-2.4.6-cp311-cp311-macosx_10_9_x86_64.whl,True,GitHub
numpy,2.4.6,numpy-2.4.6-cp311-cp311-macosx_11_0_arm64.whl,True,GitHub
numpy,2.4.6,numpy-2.4.6-cp311-cp311-macosx_14_0_arm64.whl,True,GitHub
numpy,2.4.6,numpy-2.4.6-cp311-cp311-macosx_14_0_x86_64.whl,True,GitHub
numpy,2.4.6,numpy-2.4.6-cp311-cp311-manylinux_2_27_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
numpy,2.4.6,numpy-2.4.6-cp311-cp311-manylinux_2_27_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
numpy,2.4.6,numpy-2.4.6-cp311-cp311-musllinux_1_2_aarch64.whl,True,GitHub
