project,version,file,has_provenance,publisher
ujson,5.12.1,ujson-5.12.1-cp313-cp313-manylinux_2_24_i686.manylinux_2_28_i686.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp313-cp313-manylinux_2_24_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp313-cp313-musllinux_1_2_aarch64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp313-cp313-musllinux_1_2_i686.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp313-cp313-musllinux_1_2_x86_64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp313-cp313-win32.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp313-cp313-win_amd64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp313-cp313-win_arm64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314-macosx_10_15_x86_64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314-macosx_11_0_arm64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314-manylinux_2_24_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314-manylinux_2_24_i686.manylinux_2_28_i686.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314-manylinux_2_24_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314-musllinux_1_2_aarch64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314-musllinux_1_2_i686.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314-musllinux_1_2_x86_64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314-win32.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314-win_amd64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314-win_arm64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314t-macosx_10_15_x86_64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314t-macosx_11_0_arm64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314t-manylinux_2_24_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314t-manylinux_2_24_i686.manylinux_2_28_i686.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314t-manylinux_2_24_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314t-musllinux_1_2_aarch64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314t-musllinux_1_2_i686.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314t-musllinux_1_2_x86_64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314t-win32.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314t-win_amd64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-cp314-cp314t-win_arm64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-graalpy312-graalpy250_312_native-manylinux_2_24_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-graalpy312-graalpy250_312_native-manylinux_2_24_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-graalpy312-graalpy250_312_native-win_amd64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-pp311-pypy311_pp73-macosx_10_15_x86_64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-pp311-pypy311_pp73-macosx_11_0_arm64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-pp311-pypy311_pp73-manylinux_2_24_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-pp311-pypy311_pp73-manylinux_2_24_i686.manylinux_2_28_i686.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-pp311-pypy311_pp73-manylinux_2_24_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1-pp311-pypy311_pp73-win_amd64.whl,True,GitHub
ujson,5.12.1,ujson-5.12.1.tar.gz,True,GitHub
numba,0.65.1,numba-0.65.1-cp310-cp310-macosx_12_0_arm64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp310-cp310-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp310-cp310-manylinux_2_27_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp310-cp310-win_amd64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp311-cp311-macosx_12_0_arm64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp311-cp311-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp311-cp311-manylinux_2_27_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp311-cp311-win_amd64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp312-cp312-macosx_12_0_arm64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp312-cp312-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp312-cp312-manylinux_2_27_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp312-cp312-win_amd64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp313-cp313-macosx_12_0_arm64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp313-cp313-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp313-cp313-manylinux_2_27_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp313-cp313-win_amd64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp314-cp314-macosx_12_0_arm64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp314-cp314-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp314-cp314-manylinux_2_27_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp314-cp314-win_amd64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp314-cp314t-macosx_12_0_arm64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp314-cp314t-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp314-cp314t-manylinux_2_27_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
numba,0.65.1,numba-0.65.1-cp314-cp314t-win_amd64.whl,True,GitHub
numba,0.65.1,numba-0.65.1.tar.gz,True,GitHub
litellm,1.87.0rc2,litellm-1.87.0rc2-py3-none-any.whl,False,
litellm,1.87.0rc2,litellm-1.87.0rc2.tar.gz,False,
rfc3986,2.0.0,rfc3986-2.0.0-py2.py3-none-any.whl,False,
rfc3986,2.0.0,rfc3986-2.0.0.tar.gz,False,
plotly,6.7.0,plotly-6.7.0-py3-none-any.whl,False,
plotly,6.7.0,plotly-6.7.0.tar.gz,False,
google-cloud-bigquery-storage,2.38.0,google_cloud_bigquery_storage-2.38.0-py3-none-any.whl,True,Google
google-cloud-bigquery-storage,2.38.0,google_cloud_bigquery_storage-2.38.0.tar.gz,True,Google
authlib,1.7.2,authlib-1.7.2-py2.py3-none-any.whl,True,GitHub
authlib,1.7.2,authlib-1.7.2.tar.gz,True,GitHub
faker,40.19.1,faker-40.19.1-py3-none-any.whl,False,
faker,40.19.1,faker-40.19.1.tar.gz,False,
hpack,4.1.0,hpack-4.1.0-py3-none-any.whl,False,
hpack,4.1.0,hpack-4.1.0.tar.gz,False,
altair,6.2.0.dev20260518,altair-6.2.0.dev20260518-py3-none-any.whl,True,GitHub
altair,6.2.0.dev20260518,altair-6.2.0.dev20260518.tar.gz,True,GitHub
h2,4.3.0,h2-4.3.0-py3-none-any.whl,False,
h2,4.3.0,h2-4.3.0.tar.gz,False,
hyperframe,6.1.0,hyperframe-6.1.0-py3-none-any.whl,False,
hyperframe,6.1.0,hyperframe-6.1.0.tar.gz,False,
structlog,25.5.0,structlog-25.5.0-py3-none-any.whl,True,GitHub
structlog,25.5.0,structlog-25.5.0.tar.gz,True,GitHub
textual,8.2.7,textual-8.2.7-py3-none-any.whl,False,
textual,8.2.7,textual-8.2.7.tar.gz,False,
backcall,0.2.0,backcall-0.2.0-py2.py3-none-any.whl,False,
backcall,0.2.0,backcall-0.2.0.tar.gz,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp314-cp314t-macosx_10_13_universal2.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp314-cp314t-macosx_10_13_x86_64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp314-cp314t-macosx_11_0_arm64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp314-cp314t-manylinux_2_26_aarch64.manylinux_2_28_aarch64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp314-cp314t-manylinux_2_26_x86_64.manylinux_2_28_x86_64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp314-cp314t-musllinux_1_2_aarch64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp314-cp314t-musllinux_1_2_x86_64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp314-cp314t-win32.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp314-cp314t-win_amd64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp314-cp314t-win_arm64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp39-abi3-macosx_10_9_universal2.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp39-abi3-macosx_10_9_x86_64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp39-abi3-macosx_11_0_arm64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp39-abi3-manylinux_2_26_aarch64.manylinux_2_28_aarch64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp39-abi3-manylinux_2_26_x86_64.manylinux_2_28_x86_64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp39-abi3-musllinux_1_2_aarch64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp39-abi3-musllinux_1_2_x86_64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp39-abi3-win32.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp39-abi3-win_amd64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-cp39-abi3-win_arm64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-pp310-pypy310_pp73-macosx_10_15_x86_64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-pp310-pypy310_pp73-macosx_11_0_arm64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-pp310-pypy310_pp73-manylinux_2_26_aarch64.manylinux_2_28_aarch64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-pp310-pypy310_pp73-manylinux_2_26_x86_64.manylinux_2_28_x86_64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0-pp310-pypy310_pp73-win_amd64.whl,False,
argon2-cffi-bindings,25.1.0,argon2_cffi_bindings-25.1.0.tar.gz,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp310-cp310-macosx_10_9_universal2.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp310-cp310-macosx_11_0_arm64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp310-cp310-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp310-cp310-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp310-cp310-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp310-cp310-musllinux_1_2_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp310-cp310-musllinux_1_2_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp310-cp310-musllinux_1_2_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp310-cp310-win32.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp310-cp310-win_amd64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp311-cp311-macosx_10_9_universal2.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp311-cp311-macosx_11_0_arm64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp311-cp311-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp311-cp311-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp311-cp311-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp311-cp311-musllinux_1_2_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp311-cp311-musllinux_1_2_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp311-cp311-musllinux_1_2_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp311-cp311-win32.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp311-cp311-win_amd64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp312-cp312-macosx_10_13_universal2.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp312-cp312-macosx_11_0_arm64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp312-cp312-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp312-cp312-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp312-cp312-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp312-cp312-musllinux_1_2_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp312-cp312-musllinux_1_2_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp312-cp312-musllinux_1_2_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp312-cp312-win32.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp312-cp312-win_amd64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313-macosx_10_13_universal2.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313-macosx_11_0_arm64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313-musllinux_1_2_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313-musllinux_1_2_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313-musllinux_1_2_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313-win32.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313-win_amd64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313t-macosx_10_13_universal2.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313t-macosx_11_0_arm64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313t-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313t-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313t-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313t-musllinux_1_2_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313t-musllinux_1_2_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313t-musllinux_1_2_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313t-win32.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp313-cp313t-win_amd64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314-macosx_10_13_universal2.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314-macosx_11_0_arm64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314-musllinux_1_2_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314-musllinux_1_2_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314-musllinux_1_2_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314-win32.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314-win_amd64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314t-macosx_10_13_universal2.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314t-macosx_11_0_arm64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314t-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314t-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314t-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314t-musllinux_1_2_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314t-musllinux_1_2_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314t-musllinux_1_2_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314t-win32.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp314-cp314t-win_amd64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp38-cp38-macosx_10_9_universal2.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp38-cp38-macosx_11_0_arm64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp38-cp38-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp38-cp38-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp38-cp38-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp38-cp38-musllinux_1_2_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp38-cp38-musllinux_1_2_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp38-cp38-musllinux_1_2_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp38-cp38-win32.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp38-cp38-win_amd64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp39-cp39-macosx_10_9_universal2.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp39-cp39-macosx_11_0_arm64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp39-cp39-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp39-cp39-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp39-cp39-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp39-cp39-musllinux_1_2_aarch64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp39-cp39-musllinux_1_2_ppc64le.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp39-cp39-musllinux_1_2_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp39-cp39-win32.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-cp39-cp39-win_amd64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-pp310-pypy310_pp73-macosx_11_0_arm64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-pp310-pypy310_pp73-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-pp310-pypy310_pp73-win_amd64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-pp311-pypy311_pp73-macosx_11_0_arm64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-pp311-pypy311_pp73-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7-pp311-pypy311_pp73-win_amd64.whl,False,
setproctitle,1.3.7,setproctitle-1.3.7.tar.gz,False,
xgboost,3.2.0,xgboost-3.2.0-py3-none-macosx_10_15_x86_64.whl,False,
xgboost,3.2.0,xgboost-3.2.0-py3-none-macosx_12_0_arm64.whl,False,
xgboost,3.2.0,xgboost-3.2.0-py3-none-manylinux_2_28_aarch64.whl,False,
xgboost,3.2.0,xgboost-3.2.0-py3-none-manylinux_2_28_x86_64.whl,False,
xgboost,3.2.0,xgboost-3.2.0-py3-none-win_amd64.whl,False,
xgboost,3.2.0,xgboost-3.2.0.tar.gz,False,
pytzdata,2020.1,pytzdata-2020.1-py2.py3-none-any.whl,False,
pytzdata,2020.1,pytzdata-2020.1.tar.gz,False,
databricks-sdk,0.111.0,databricks_sdk-0.111.0-py3-none-any.whl,False,
databricks-sdk,0.111.0,databricks_sdk-0.111.0.tar.gz,False,
dbt-core,1.12.0b1,dbt_core-1.12.0b1-py3-none-any.whl,False,
dbt-core,1.12.0b1,dbt_core-1.12.0b1.tar.gz,False,
llvmlite,0.47.0,llvmlite-0.47.0-cp310-cp310-macosx_11_0_arm64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp310-cp310-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp310-cp310-manylinux_2_27_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp310-cp310-win_amd64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp311-cp311-macosx_11_0_arm64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp311-cp311-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp311-cp311-manylinux_2_27_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp311-cp311-win_amd64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp312-cp312-macosx_11_0_arm64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp312-cp312-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp312-cp312-manylinux_2_27_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp312-cp312-win_amd64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp313-cp313-macosx_12_0_arm64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp313-cp313-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp313-cp313-manylinux_2_27_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp313-cp313-win_amd64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp314-cp314-macosx_12_0_arm64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp314-cp314-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp314-cp314-manylinux_2_27_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp314-cp314-win_amd64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp314-cp314t-macosx_12_0_arm64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp314-cp314t-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp314-cp314t-manylinux_2_27_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0-cp314-cp314t-win_amd64.whl,True,GitHub
llvmlite,0.47.0,llvmlite-0.47.0.tar.gz,True,GitHub
jupyterlab,4.6.0b0,jupyterlab-4.6.0b0-py3-none-any.whl,False,
jupyterlab,4.6.0b0,jupyterlab-4.6.0b0.tar.gz,False,
seaborn,0.13.2,seaborn-0.13.2-py3-none-any.whl,False,
seaborn,0.13.2,seaborn-0.13.2.tar.gz,False,
pkgutil-resolve-name,1.3.10,pkgutil_resolve_name-1.3.10-py3-none-any.whl,False,
pkgutil-resolve-name,1.3.10,pkgutil_resolve_name-1.3.10.tar.gz,False,
